planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
HD 89744 c,,,6974.0,2013.0,Radial Velocity,HD 89744,40.0,1.4,2.14,2.04,,,,,,,,,,,,,
HD 90156 b,,,49.77,2009.0,Radial Velocity,HD 90156,39.6,0.84,,4.4,HD 90156,b,49.77,0.31,0.057,,17.98,La Silla Observatory,3.6 m ESO Telescope,0.0,268.37272,23.152132,4.48
HD 9174 b,,,1179.0,2016.0,Radial Velocity,HD 9174,78.93,1.03,1.67,9.0,HD 9174,b,1179.0,0.12,1.11,,352.7913,Multiple Observatories,Multiple Telescopes,0.0,174.582406,-78.390109,4.03
HD 92788 b,27.02,,325.8,2000.0,Radial Velocity,HD 92788,32.82,1.15,1.14,2.55,HD 92788,b,325.803,0.35,3.76,,1195.0408,Multiple Observatories,Multiple Telescopes,0.0,251.20722,47.352309000000005,4.39
HD 92788 c,,,11611.3,2013.0,Radial Velocity,HD 92788,32.82,1.15,1.14,2.55,HD 92788,c,11611.2975,0.46,3.67,,1166.4361,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,251.20722,47.352309000000005,4.39
HD 92987 b,,,10790.0,2019.0,Radial Velocity,HD 92987,43.66,1.08,1.58,7.75,HD 92987,b,10354.8375,0.21,16.88,,5364.9704,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,277.419227,17.398395999999998,4.0
HD 93083 b,,,143.58,2005.0,Radial Velocity,HD 93083,28.9,0.7,,6.0,HD 93083,b,143.58,0.14,0.37,,117.59,La Silla Observatory,3.6 m ESO Telescope,0.0,274.64527000000004,22.221547,4.26
HD 93385 A b,,,13.186,2011.0,Radial Velocity,HD 93385 A,42.2,,,,,,,,,,,,,,,,
HD 93385 A c,,,46.025,2011.0,Radial Velocity,HD 93385 A,42.2,,,,,,,,,,,,,,,,
HD 9446 b,,,30.0608,2010.0,Radial Velocity,HD 9446,53.0,1.0,1.0,,HD 9446,b,30.052,0.2,0.7,,222.472,Haute-Provence Observatory,1.93 m Telescope,0.0,133.797807,-32.720985999999996,4.53
HD 9446 c,,,189.6,2010.0,Radial Velocity,HD 9446,53.0,1.0,1.0,,HD 9446,c,192.9,0.06,1.82,,578.4259999999999,Haute-Provence Observatory,1.93 m Telescope,0.0,133.797807,-32.720985999999996,4.53
HD 94834 b,,1.242,1576.0,2018.0,Radial Velocity,HD 94834,81.0,1.11,4.2,,HD 94834,b,1576.0,0.14,1.26,,400.4658,W. M. Keck Observatory,10 m Keck I Telescope,0.0,213.12876699999998,64.146346,3.22
HD 95086 b,2.6,,,2013.0,Imaging,HD 95086,90.4,1.6,,0.017,HD 95086,b,,,5.0,,1589.0,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,0.0,292.802924,-8.075282000000001,
HD 95089 b,,,507.0,2010.0,Radial Velocity,HD 95089,139.0,1.58,4.9,2.5,HD 95089,b,464.4,0.11900000000000001,1.26,,400.4658,W. M. Keck Observatory,10 m Keck I Telescope,0.0,251.412506,52.943472,3.24
HD 95089 c,,,1860.0,2010.0,Radial Velocity,HD 95089,139.0,1.58,4.9,2.5,HD 95089,c,1785.0,0.284,3.45,,1096.5135,W. M. Keck Observatory,10 m Keck I Telescope,0.0,251.412506,52.943472,3.24
HD 95127 b,,,482.0,2015.0,Radial Velocity,HD 95127,300.0,1.2,20.0,5.5,HD 95127,b,482.0,0.11,10.63,,3378.5329,McDonald Observatory,9.2 m Hobby-Eberly Telescope,0.0,169.03743400000002,61.995895,1.78
HD 95338 b,0.12405999999999999,0.3551,55.086000000000006,2020.0,Primary Transit,HD 95338,36.9,0.76,0.86,5.08,HD 95338,b,55.086999999999996,0.19699999999999998,0.13352999999999998,3.98,42.44,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0.0,287.943749,2.954046,4.54
HD 9578 b,,,494.0,2009.0,Radial Velocity,HD 9578,57.24,1.12,,,,,,,,,,,,,,,
HD 95872 b,,,4375.0,2015.0,Radial Velocity,HD 95872,7.56,0.95,,10.0,HD 95872,b,4375.0,0.06,3.74,,1188.6842,Multiple Facilities,Multiple Telescopes,0.0,272.33635400000003,34.284159,4.43
HD 96063 b,,,361.1,2011.0,Radial Velocity,HD 96063,158.0,1.02,4.5,9.0,HD 96063,b,362.5,0.17,1.27,,403.6441,W. M. Keck Observatory,10 m Keck I Telescope,0.0,257.778448,50.760624,3.33
HD 96127 b,,,647.3,2011.0,Radial Velocity,HD 96127,540.0,0.91,35.0,,HD 96127,b,647.2999900000001,0.3,20.96,,6661.7168,McDonald Observatory,9.2 m Hobby-Eberly Telescope,0.0,166.96563799999998,62.735597,2.06
HD 96167 b,,,498.9,2009.0,Radial Velocity,HD 96167,84.0,1.31,1.86,3.8,HD 96167,b,498.04,0.685,0.7170000000000001,,227.88411000000002,W. M. Keck Observatory,10 m Keck I Telescope,0.0,264.808564,44.578514,3.99
HD 96700 b,,,8.1256,2011.0,Radial Velocity,HD 96700,25.6,,,,,,,,,,,,,,,,
HD 96700 c,,,103.49,2011.0,Radial Velocity,HD 96700,25.6,,,,,,,,,,,,,,,,
HD 97334 b,53.0,,,2001.0,Imaging,HD 97334,22.6538,0.05,,,,,,,,,,,,,,,
HD 97619 b,,,665.9,2018.0,Radial Velocity,HD 97619,213.0,1.3,16.7,4.9,,,,,,,,,,,,,
HD 97658 b,0.024569999999999998,0.20047,9.489295,2010.0,Primary Transit,HD 97658,21.1,0.85,0.73,,HD 97658,b,9.4909,0.06,0.03,,9.5349,W. M. Keck Observatory,10 m Keck I Telescope,0.0,211.161966,68.295399,4.49
HD 98219 b,,,436.9,2011.0,Radial Velocity,HD 98219,134.0,1.3,4.5,4.0,HD 98219,b,433.8,0.079,1.964,,624.21812,W. M. Keck Observatory,10 m Keck I Telescope,0.0,276.920577,34.122772,3.36
HD 984 b,48.0,,,2017.0,Imaging,HD 984,47.1,1.2,,0.08,,,,,,,,,,,,,
HD 98649 b,,,6023.0,2011.0,Radial Velocity,HD 98649,40.3,1.03,1.01,2.42,HD 98649,b,6022.9725,0.86,6.79,,2158.0657,La Silla Observatory,1.2 m Leonhard Euler Telescope,0.0,277.305382,35.107211,4.51
HD 98736 b,,,968.8,2018.0,Radial Velocity,HD 98736,31.0,0.92,0.93,7.4,HD 98736,b,968.8,0.226,2.33,,740.5439,W. M. Keck Observatory,10 m Keck I Telescope,0.0,231.648069,67.523643,
HD 99109 b,,,439.3,2006.0,Radial Velocity,HD 99109,60.5,0.93,,12.2,HD 99109,b,439.29999000000004,0.09,0.44,,139.8452,W. M. Keck Observatory,10 m Keck I Telescope,0.0,263.238611,54.484037,4.34
HD 99492 b,,,17.054000000000002,2004.0,Radial Velocity,HD 99492,18.0,0.83,0.96,4.0,HD 99492,b,17.0431,0.25,0.07,,22.2481,W. M. Keck Observatory,10 m Keck I Telescope,0.0,259.279563,58.5084,4.28
HD 99706 b,,,868.0,2011.0,Radial Velocity,HD 99706,129.0,1.72,5.4,2.1,HD 99706,b,841.0,0.25,1.23,,390.9309,W. M. Keck Observatory,10 m Keck I Telescope,0.0,162.266818,66.29697,3.09
HD 99706 c,,,1123.0,2010.0,Radial Velocity,HD 99706,129.0,1.72,5.4,2.1,HD 99706,c,1278.0,0.41100000000000003,5.69,,1808.4527,W. M. Keck Observatory,10 m Keck I Telescope,0.0,162.266818,66.29697,3.09
HD108236 b,,0.14149,3.79523,2020.0,Primary Transit,HD108236,64.6,0.853,0.894,5.8,,,,,,,,,,,,,
HD108236 c,,0.1845,6.2037,2020.0,Primary Transit,HD108236,64.6,0.853,0.894,5.8,,,,,,,,,,,,,
HD108236 d,,0.2427,14.17555,2020.0,Primary Transit,HD108236,64.6,0.853,0.894,5.8,,,,,,,,,,,,,
HD108236 e,,3.12,19.5917,2020.0,Primary Transit,HD108236,64.6,0.853,0.894,5.8,,,,,,,,,,,,,
HII 1348 b,59.0,,,2012.0,Imaging,HII 1348,127.0,,,,,,,,,,,,,,,,
HIP 105854 b,,,184.2,2014.0,Radial Velocity,HIP 105854,80.84,2.1,,,HIP 105854,b,184.2,0.02,8.2,,2606.1,Multiple Observatories,Multiple Telescopes,0.0,5.449636,-46.014527,2.94
HIP 107773 b,,,144.3,2015.0,Radial Velocity,HIP 107773,106.0,2.42,11.6,,HIP 107773,b,144.3,0.09,1.98,,629.3034,Multiple Observatories,Multiple Telescopes,0.0,327.402044,-42.798208,2.6
HIP 109384 b,,,499.48,2016.0,Radial Velocity,HIP 109384,56.2,0.78,,,HIP 109384,b,499.48,0.5489999999999999,1.56,,495.8148,Haute-Provence Observatory,1.93 m Telescope,0.0,110.642652,12.414707,4.43
HIP 109600 b,,,232.08,2016.0,Radial Velocity,HIP 109600,58.6,0.87,,,HIP 109600,b,232.08,0.163,2.68,,851.7844,Haute-Provence Observatory,1.93 m Telescope,0.0,85.76184599999999,-22.076037,4.45
HIP 116454 b,0.0372,0.226,9.1265,2014.0,Primary Transit,HIP 116454,55.2,0.775,0.716,,HIP 116454,b,9.1205,0.2,0.04,,12.7132,K2,0.95 m Kepler Telescope,0.0,86.461145,-56.972882999999996,4.59
HIP 11915,,,3830.0,2015.0,Radial Velocity,HIP 11915,57.3,1.0,,4.0,,,,,,,,,,,,,
HIP 12961 b,,,57.435,2009.0,Radial Velocity,HIP 12961,23.0,0.67,,,HIP 12961,b,57.435,0.17,0.36,,114.4188,La Silla Observatory,3.6 m ESO Telescope,0.0,210.53939100000002,-63.651534999999996,4.65
HIP 14810 b,,,6.6738550000000005,2006.0,Radial Velocity,HIP 14810,52.9,0.99,1.0,,HIP 14810,b,6.6738919999999995,0.14399,3.9,,1239.537,W. M. Keck Observatory,10 m Keck I Telescope,0.0,161.550961,-31.094518,
HIP 14810 c,,,147.73,2006.0,Radial Velocity,HIP 14810,52.9,0.99,1.0,,HIP 14810,c,147.747,0.1566,1.31,,416.3573,W. M. Keck Observatory,10 m Keck I Telescope,0.0,161.550961,-31.094518,
HIP 14810 d,,,962.0,2009.0,Radial Velocity,HIP 14810,52.9,0.99,1.0,,HIP 14810,d,981.8,0.185,0.59,,187.5197,W. M. Keck Observatory,10 m Keck I Telescope,0.0,161.550961,-31.094518,
HIP 35173 b,,,41.516000000000005,2019.0,Radial Velocity,HIP 35173,33.19,0.79,,,HIP 35173,b,41.516000000000005,0.16,0.03996,,12.7,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0.0,219.026344,3.815079,
HIP 36985 b,,,8500.0,2019.0,Radial Velocity,HIP 36985,14.07,0.621,,0.26,,,,,,,,,,,,,
HIP 38939 B,38.0,,,2012.0,Imaging,HIP 38939 A,18.4839,,,0.9,,,,,,,,,,,,,
HIP 41378 b,,0.26,15.5712,2016.0,Primary Transit,HIP 41378,116.0,1.15,1.4,,HIP 41378,b,15.572098,,,,,K2,0.95 m Kepler Telescope,0.0,214.52643799999998,25.646038,
HIP 41378 c,,0.228,31.6978,2016.0,Primary Transit,HIP 41378,116.0,1.15,1.4,,HIP 41378,c,31.70648,,,,,K2,0.95 m Kepler Telescope,0.0,214.52643799999998,25.646038,
HIP 41378 d,,0.353,157.0,2016.0,Primary Transit,HIP 41378,116.0,1.15,1.4,,HIP 41378,d,1114.0,,,,,K2,0.95 m Kepler Telescope,0.0,214.52643799999998,25.646038,
HIP 41378 e,,0.49200000000000005,131.0,2016.0,Primary Transit,HIP 41378,116.0,1.15,1.4,,HIP 41378,e,,,,,,K2,0.95 m Kepler Telescope,0.0,214.52643799999998,25.646038,
HIP 41378 f,,0.91,542.0,2016.0,Primary Transit,HIP 41378,116.0,1.15,1.4,,HIP 41378,f,1084.0,,,,,K2,0.95 m Kepler Telescope,0.0,214.52643799999998,25.646038,
HIP 41378 g,,,62.06,2019.0,Radial Velocity,HIP 41378,116.0,1.15,1.4,,,,,,,,,,,,,,
HIP 5158 b,,,345.63,2009.0,Radial Velocity,HIP 5158,45.0,0.78,,6.0,HIP 5158,b,345.72,0.52,1.42,,451.0,La Silla Observatory,3.6 m ESO Telescope,0.0,159.036135,-84.27111500000001,4.37
HIP 5158 c,,,9018.0,2010.0,Radial Velocity,HIP 5158,45.0,0.78,,6.0,HIP 5158,c,9017.76,0.14,15.04,,4780.1632,La Silla Observatory,3.6 m ESO Telescope,0.0,159.036135,-84.27111500000001,4.37
HIP 54373 b,,,7.76,2019.0,Radial Velocity,HIP 54373,18.73,0.57,,,HIP 54373,b,7.76,0.2,0.02712,,8.62,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0.0,271.65088,37.185261,
HIP 54373 c,,,15.144,2019.0,Radial Velocity,HIP 54373,18.73,0.57,,,HIP 54373,c,15.144,0.2,0.03914,,12.44,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0.0,271.65088,37.185261,
HIP 57050 b,,,41.38,2010.0,Radial Velocity,HIP 57050,11.02,0.354,0.353,,,,,,,,,,,,,,
HIP 57050 c,,,532.635,2017.0,Radial Velocity,HIP 57050,11.02,0.354,0.353,,,,,,,,,,,,,,
HIP 57274 b,,,8.1352,2011.0,Radial Velocity,HIP 57274,25.92,0.73,0.68,7.87,HIP 57274,b,8.1352,0.19,0.02,,6.3566,W. M. Keck Observatory,10 m Keck I Telescope,0.0,194.246675,74.932183,4.11
HIP 57274 c,,,32.03,2011.0,Radial Velocity,HIP 57274,25.92,0.73,0.68,7.87,HIP 57274,c,32.03,0.05,0.40902,,130.0,W. M. Keck Observatory,10 m Keck I Telescope,0.0,194.246675,74.932183,4.11
HIP 57274 d,,,431.7,2011.0,Radial Velocity,HIP 57274,25.92,0.73,0.68,7.87,HIP 57274,d,431.7,0.27,0.5267,,167.4,W. M. Keck Observatory,10 m Keck I Telescope,0.0,194.246675,74.932183,4.11
HIP 63242 b,,,124.6,2013.0,Radial Velocity,HIP 63242,135.0,1.54,,,HIP 63242,b,124.6,0.23,9.18,,2917.56,Multiple Observatories,Multiple Telescopes,0.0,303.560962,-2.782088,2.53
HIP 64892 b,33.0,,,2018.0,Imaging,HIP 64892,125.0,2.35,1.79,0.016,,,,,,,,,,,,,
HIP 65407 b,,,28.125,2016.0,Radial Velocity,HIP 65407,16.74,0.93,,,HIP 65407,b,28.125,0.14,0.428,,136.03124,Haute-Provence Observatory,1.93 m Telescope,0.0,108.79900400000001,67.330209,4.47
HIP 65407 c,,,67.3,2016.0,Radial Velocity,HIP 65407,16.74,0.93,,,HIP 65407,c,67.3,0.12,0.784,,249.17872000000003,Haute-Provence Observatory,1.93 m Telescope,0.0,108.79900400000001,67.330209,4.47
HIP 65426 b,9.0,1.5,,2017.0,Imaging,HIP 65426,11.1,1.96,1.77,0.013999999999999999,HIP 65426,b,,,9.0,,2860.47,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,0.0,308.178752,11.029183999999999,
HIP 65891 b,,,1084.5,2015.0,Radial Velocity,HIP 65891,136.0,2.5,8.93,,HIP 65891,b,1084.5,0.13,6.0,,1906.98,Multiple Observatories,Multiple Telescopes,0.0,307.993677,3.823814,2.9
HIP 65A b,3.213,2.03,0.9809734,2020.0,Primary Transit,HIP 65A,61.89,0.7809999999999999,0.7242,4.1,,,,,,,,,,,,,
HIP 67522 b,,0.8984,6.959503,2020.0,Primary Transit,HIP 67522,127.27,1.22,1.38,0.017,HIP 67522,b,6.959503,0.059000000000000004,,,,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,314.747664,20.686107999999997,
HIP 67537 b,,,2592.5,2016.0,Radial Velocity,HIP 67537,112.6,2.41,8.69,,HIP 67537,b,2556.5,0.59,11.1,,3527.913,Multiple Observatories,Multiple Telescopes,0.0,315.033596,21.583175,2.85
HIP 67851 b,,,88.9,2014.0,Radial Velocity,HIP 67851,65.96,1.63,5.52,,HIP 67851,b,88.9,0.05,1.38,,438.6054,Multiple Observatories,Multiple Telescopes,0.0,317.05037799999997,25.840027,3.15
HIP 67851 c,,,2131.8,2015.0,Radial Velocity,HIP 67851,65.96,1.63,5.52,,HIP 67851,c,2131.8,0.17,5.98,,1900.6234,Multiple Observatories,Multiple Telescopes,0.0,317.05037799999997,25.840027,3.15
HIP 68468 b,,,1.8372,2016.0,Radial Velocity,HIP 68468,87.8,1.05,,5.9,,,,,,,,,,,,,
HIP 68468 c,,,194.0,2016.0,Radial Velocity,HIP 68468,87.8,1.05,,5.9,,,,,,,,,,,,,
HIP 70849 b,,,10000.0,2009.0,Radial Velocity,HIP 70849,24.0,0.63,,3.0,HIP 70849,b,17337.5,0.715,9.0,,2860.0,La Silla Observatory,3.6 m ESO Telescope,0.0,319.96781200000004,13.145278,
HIP 71135 b,,,87.19,2019.0,Radial Velocity,HIP 71135,32.36,0.66,,,HIP 71135,b,87.19,0.21,0.05915,,18.8,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0.0,318.11589399999997,7.209351,
HIP 73990 b,21.0,,,2015.0,Imaging,HIP 73990,125.0,1.72,,0.015,,,,,,,,,,,,,
HIP 73990 c,22.0,,,2015.0,Imaging,HIP 73990,125.0,1.72,,0.015,,,,,,,,,,,,,
HIP 74865 b,28.0,,,2015.0,Imaging,HIP 74865,115.0,1.42,,0.015,,,,,,,,,,,,,
HIP 74890 b,,,822.3,2016.0,Radial Velocity,HIP 74890,91.6,1.74,5.77,,HIP 74890,b,822.3,0.07,2.4,,762.7919999999999,Multiple Observatories,Multiple Telescopes,0.0,330.383627,13.493213,3.1
HIP 75458 b,9.39,,510.72,2002.0,Radial Velocity,HIP 75458,31.5,1.4,12.8,,,,,,,,,,,,,,
HIP 77900 b,34.0,1.76,,2013.0,Imaging,HIP 77900,,,,,,,,,,,,,,,,,
HIP 78530 b,28.0,1.83,,2011.0,Imaging,HIP 78530,156.7,2.5,,0.011000000000000001,HIP 78530,b,,,23.0,,7300.0,Gemini Observatory,8.19 m Gemini North Telescope,0.0,350.87062799999995,22.681059,
HIP 79098 (AB) b,20.5,,,2019.0,Imaging,HIP 79098 (AB),146.3,,,,,,,,,,,,,,,,
HIP 79431 b,,,111.7,2010.0,Radial Velocity,HIP 79431,14.4,0.49,,,HIP 79431,b,111.7,0.29,2.1,,667.415,W. M. Keck Observatory,10 m Keck I Telescope,0.0,355.200221,22.969669,
HIP 8541 b,,,1560.0,2016.0,Radial Velocity,HIP 8541,169.0,1.17,7.83,,HIP 8541,b,1560.2,0.16,5.5,,1748.065,Multiple Observatories,Multiple Telescopes,0.0,285.471427,-60.629571999999996,2.7
HIP 91258 b,,,5.0505,2013.0,Radial Velocity,HIP 91258,44.9,0.95,,2.4,HIP 91258,b,5.0505,0.02,1.09,,346.4347,Haute-Provence Observatory,1.93 m Telescope,0.0,91.362224,25.357507000000002,4.53
HIP 97233 b,,,1058.8,2014.0,Radial Velocity,HIP 97233,106.5,1.93,5.34,,HIP 97233,b,1058.8,0.61,20.0,,6356.3,Multiple Observatories,Multiple Telescopes,0.0,38.578132000000004,-12.370616,3.26
HN Peg b,16.0,1.1,,2007.0,Imaging,HN Peg,18.4,1.0,,0.2,HN Peg,b,,,21.9987,,6991.57,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,0.0,69.85935500000001,-28.269284000000003,4.48
HR 2562 b,26.0,,,2016.0,Imaging,HR 2562,33.63,1.3,,0.6,HR 2562,b,,,30.0,,9534.9,Gemini Observatory,8.19 m Gemini South Telescope,0.0,270.175773,-23.491796,
HR 3549 b,45.0,,,2015.0,Imaging,HR 3549,92.5,,,0.125,,,,,,,,,,,,,
HR 5183 b,,,27400.0,2019.0,Radial Velocity,HR 5183,31.49,1.07,1.53,7.7,HR 5183,b,27000.0,0.84,3.23,,1026.5909,Multiple Observatories,Multiple Telescopes,0.0,337.848511,65.38681,4.02
HR 7329,35.0,,,2000.0,Imaging,HR 7329,48.0,,,0.03,,,,,,,,,,,,,
HR 810 b,,,320.1,1999.0,Radial Velocity,HR 810,17.17,1.11,1.85,3.6,HR 810,b,302.79999,0.14,2.27,,721.4741,La Silla Observatory,1.4 m CAT Telescope,0.0,268.809626,-58.323533999999995,4.46
HR 858 b,,0.18600999999999998,3.5859900000000002,2019.0,Primary Transit,HR 858,32.0,1.145,1.31,,HR 858,b,3.5859900000000002,0.3,,,,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,228.14160299999998,-63.46899200000001,4.26
HR 858 c,,0.17299,5.97293,2019.0,Primary Transit,HR 858,32.0,1.145,1.31,,HR 858,c,5.97293,0.19,,,,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,228.14160299999998,-63.46899200000001,4.26
HR 858 d,,0.19305999999999998,11.23,2019.0,Primary Transit,HR 858,32.0,1.145,1.31,,HR 858,d,11.23,0.28,,,,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.0,228.14160299999998,-63.46899200000001,4.26
HR 8799 b,7.0,1.2,164250.0,2008.0,Imaging,HR 8799,39.4,1.56,1.5,0.06,HR 8799,b,170000.0,,7.0,,2000.0,Gemini Observatory,8.19 m Gemini North Telescope,0.0,92.76421500000001,-35.575078000000005,4.0
HR 8799 c,8.3,1.3,82145.0,2008.0,Imaging,HR 8799,39.4,1.56,1.5,0.06,HR 8799,c,69000.0,,10.0,,3000.0,Gemini Observatory,8.19 m Gemini North Telescope,0.0,92.76421500000001,-35.575078000000005,4.0
HR 8799 d,8.3,1.2,41054.0,2008.0,Imaging,HR 8799,39.4,1.56,1.5,0.06,HR 8799,d,37000.0,,10.0,,3000.0,W. M. Keck Observatory,10 m Keck II Telescope,0.0,92.76421500000001,-35.575078000000005,4.0
HR 8799 e,9.2,1.17,18000.0,2010.0,Imaging,HR 8799,39.4,1.56,1.5,0.06,HR 8799,e,,0.15,10.0,,3178.3,W. M. Keck Observatory,10 m Keck II Telescope,0.0,92.76421500000001,-35.575078000000005,4.0
HU Aqr (AB) c,5.9,,5646.0,2011.0,Timing,HU Aqr (AB),,1.0,,,,,,,,,,,,,,,
HW Vir (AB) b,14.3,,4640.0,2008.0,Timing,HW Vir (AB),181.0,0.627,,,,,,,,,,,,,,,
IC 4651 9122 b,,,734.0,2018.0,Radial Velocity,IC 4651 9122,,2.0,,,IC 4651 9122,b,734.0,0.18,6.3,,2002.329,La Silla Observatory,3.6 m ESO Telescope,0.0,340.076552,-7.9177,2.52
J1324+63,11.5,1.23,,2018.0,Imaging,2MASS J13243553+6358281,,,,0.15,,,,,,,,,,,,,
J1433 b,57.1,,0.054000000000000006,2016.0,Primary Transit,J1433,,0.8,,,,,,,,,,,,,,,
K0I-1783 b,0.2234,0.7904,134.47867230000003,2017.0,Primary Transit,KOI-1783,888.0,1.0759999999999998,1.143,,,,,,,,,,,,,,
K0I-1783 c,0.0472,0.4853,284.060953,2017.0,TTV,KOI-1783,888.0,1.0759999999999998,1.143,,,,,,,,,,,,,,
K2-10 b,0.085,0.34299999999999997,19.3044,2016.0,Primary Transit,K2-10,,0.92,0.98,,K2-10,b,19.3044,0.31,0.08495,2.6,27.0,K2,0.95 m Kepler Telescope,0.0,261.428425,57.716802,4.5
K2-100 b,,0.31,1.673916,2016.0,Primary Transit,K2-100,,1.18,1.19,0.8,K2-100,b,1.6738330000000001,,,,,K2,0.95 m Kepler Telescope,0.0,205.23999799999999,32.195678,4.35
K2-105 b,0.094,0.32,8.266902,2017.0,Primary Transit,K2-105,220.0,1.01,0.95,0.6,K2-105,b,8.267704,,,,,K2,0.95 m Kepler Telescope,0.0,210.533385,26.005304000000002,4.51
K2-106 b,0.0263,0.136,0.571292,2016.0,Primary Transit,EPIC 220674823,253.0,0.93,0.83,5.0,,,,,,,,,,,,,
K2-106 c,0.018000000000000002,0.22,13.3397,2016.0,Primary Transit,EPIC 220674823,253.0,0.93,0.83,5.0,,,,,,,,,,,,,
K2-107 b,0.84,1.44,3.3139199999999995,2016.0,Primary Transit,EPIC 216468514,,1.3,1.78,4.25,K2-107,b,3.3139589999999997,,,,,K2,0.95 m Kepler Telescope,0.0,13.732957,-11.743030000000001,4.04
K2-108 b,0.187,0.47100000000000003,4.73401,2016.0,Primary Transit,K2-108,262.4,1.121,1.75,7.8,K2-108,b,4.733999,,,,,K2,0.95 m Kepler Telescope,0.0,206.69131399999998,25.351842,4.02
K2-11 b,,0.674,39.937670000000004,2015.0,Primary Transit,K2-11,2019.0,1.35,5.15,,K2-11,b,39.937670000000004,,,,,K2,0.95 m Kepler Telescope,0.0,256.659644,56.04876899999999,
K2-110 b,0.0525,0.2312,13.86375,2017.0,Primary Transit,K2-110,118.0,0.738,0.713,8.0,K2-110,b,13.86387,,,,,K2,0.95 m Kepler Telescope,0.0,324.429527,48.153199,4.61
K2-12 b,,0.20800000000000002,8.282119999999999,2015.0,Primary Transit,K2-12,294.0,1.01,1.01,,K2-12,b,8.282119999999999,,,,,K2,0.95 m Kepler Telescope,0.0,262.463031,58.791337,
K2-124 b,0.033,0.259,6.413651,2016.0,Primary Transit,K2-124,140.4,0.39,0.38799999999999996,,K2-124,b,6.413651,,,,,K2,0.95 m Kepler Telescope,0.0,203.231642,36.725913,4.86
K2-13 b,,0.16899999999999998,39.91488,2015.0,Primary Transit,K2-13,290.0,0.8,0.78,0.78,K2-13,b,39.91488,,,,,K2,0.95 m Kepler Telescope,0.0,257.617105,57.156218,
K2-136 A b,,0.08800000000000001,7.975292,2017.0,Primary Transit,K2-136 A,59.4,0.74,0.66,,,,,,,,,,,,,,
K2-136 A c,,0.267,17.307137,2017.0,Primary Transit,K2-136 A,59.4,0.74,0.66,,,,,,,,,,,,,,
K2-136 A d,,1.45,25.575065,2017.0,Primary Transit,K2-136 A,59.4,0.74,0.66,,,,,,,,,,,,,,
K2-137 b,0.7,0.079,0.179715,2017.0,Primary Transit,K2-137,95.0,0.46299999999999997,0.442,,K2-137,b,0.179715,0.0,0.5,,158.915,K2,0.95 m Kepler Telescope,0.0,292.192696,56.176223,4.82
K2-138 b,0.0098,0.134,2.3530900000000003,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,K2-138,b,2.35322,0.40299999999999997,,,,K2,0.95 m Kepler Telescope,0.0,64.215876,-62.238813,4.59
K2-138 c,0.0198,0.2051,3.5600400000000003,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,K2-138,c,3.5598699999999996,0.29600000000000004,,,,K2,0.95 m Kepler Telescope,0.0,64.215876,-62.238813,4.59
K2-138 d,0.0249,0.2132,5.40479,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,K2-138,d,5.404780000000001,0.348,,,,K2,0.95 m Kepler Telescope,0.0,64.215876,-62.238813,4.59
K2-138 e,0.0409,0.3024,8.261460000000001,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,K2-138,e,8.261439999999999,0.315,,,,K2,0.95 m Kepler Telescope,0.0,64.215876,-62.238813,4.59
K2-138 f,0.005,0.25908000000000003,12.75758,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,K2-138,f,12.757589999999999,0.364,,,,K2,0.95 m Kepler Telescope,0.0,64.215876,-62.238813,4.59
K2-138 g,0.0135,0.2688,41.96797,2018.0,Primary Transit,K2-138,183.0,0.93,0.86,,,,,,,,,,,,,,
K2-139 b,0.381,0.812,28.38229,2017.0,Primary Transit,K2-139,152.0,0.9179999999999999,0.86,1.8,K2-139,b,28.380619,,,,,K2,0.95 m Kepler Telescope,0.0,19.449925,-13.402632,4.54
K2-14 b,,0.429,8.36802,2015.0,Primary Transit,K2-14,219.0,0.47,0.45,,K2-14,b,8.36802,,,,,K2,0.95 m Kepler Telescope,0.0,270.39901499999996,61.667552,
