planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
K2-140 b,0.93,1.21,6.5691880000000005,2017.0,Primary Transit,K2-140,351.0,0.96,1.06,9.8,K2-140,b,6.56918,,,,,K2,0.95 m Kepler Telescope,0.0,295.184261,52.979735,4.45
K2-141 b,0.016,0.135,0.28032440000000003,2017.0,Primary Transit,K2-141,61.0,0.708,0.6809999999999999,6.3,K2-141,b,0.28032440000000003,0.0,0.01598,8.2,5.08,K2,0.95 m Kepler Telescope,0.0,80.19788199999999,-56.595038,4.62
K2-141 c,0.023,0.62,7.7485,2018.0,Primary Transit,K2-141,61.0,0.708,0.6809999999999999,6.3,K2-141,c,7.7485,0.0,0.023280000000000002,,7.4,K2,0.95 m Kepler Telescope,0.0,80.19788199999999,-56.595038,4.62
K2-146 b,0.01815,0.182,2.644616622,2017.0,Primary Transit,EPIC 211924657,79.31,0.331,0.33,,K2-146,b,2.6446,0.129,0.01816,3.69,5.77,K2,0.95 m Kepler Telescope,0.0,206.52746399999998,32.219171,
K2-146 c,0.023569999999999997,0.1954,4.004980000000001,2019.0,Primary Transit,EPIC 211924657,79.31,0.331,0.33,,K2-146,c,4.004980000000001,0.075,0.02358,3.92,7.49,K2,0.95 m Kepler Telescope,0.0,206.52746399999998,32.219171,
K2-15 b,,0.221,11.8104,2015.0,Primary Transit,K2-15,437.0,0.72,0.68,,K2-15,b,11.8104,,,,,K2,0.95 m Kepler Telescope,0.0,268.74231000000003,63.14119,
K2-16 b,,0.18,7.6188,2015.0,Primary Transit,K2-16,324.0,0.68,0.66,,K2-16,b,7.6188,,,,,K2,0.95 m Kepler Telescope,0.0,262.911973,61.777078,
K2-16 c,,0.22699999999999998,19.07863,2015.0,Primary Transit,K2-16,324.0,0.68,0.66,,K2-16,c,19.07863,,,,,K2,0.95 m Kepler Telescope,0.0,262.911973,61.777078,
K2-168 b,,0.1659,15.8523,2019.0,Primary Transit,K2-168,245.55,0.877,0.83,,K2-168,b,15.8523,,,,,K2,0.95 m Kepler Telescope,0.0,40.910756,-51.713099,
K2-168 c,,0.11687,8.050722,2019.0,Primary Transit,K2-168,245.55,0.877,0.83,,,,,,,,,,,,,,
K2-17 b,,0.19899999999999998,17.96753,2015.0,Primary Transit,K2-17,134.0,0.71,0.66,,K2-17,b,17.96753,,,,,K2,0.95 m Kepler Telescope,0.0,266.619567,65.102113,
K2-174 b,0.0289,0.23199999999999998,19.562307,2016.0,Primary Transit,K2-174,100.1,0.7,0.6759999999999999,,K2-174,b,19.562307,,,,,K2,0.95 m Kepler Telescope,0.0,175.581885,-26.349014,4.62
K2-18 b,0.02715,0.24186,32.944,2015.0,Primary Transit,K2-18,34.0,0.413,0.39399999999999996,,K2-18,b,32.939623,0.2,0.028069999999999998,4.11,8.92,K2,0.95 m Kepler Telescope,0.0,254.632404,62.575726,
K2-18 c,,,8.962,2017.0,Radial Velocity,K2-18,34.0,0.413,0.39399999999999996,,K2-18,c,8.962,0.47,0.02363,,7.51,La Silla Observatory,3.6 m ESO Telescope,0.0,254.632404,62.575726,
K2-180 b,0.036000000000000004,0.2,8.8665,2018.0,Primary Transit,K2-180,205.0,0.71,0.69,9.5,K2-180,b,8.867208999999999,,,,,K2,0.95 m Kepler Telescope,0.0,214.288421,25.581975,4.58
K2-19 b,0.1019,0.62,7.9222,2015.0,Primary Transit,K2-19,291.0,0.93,0.86,8.0,K2-19,b,7.9194,,,,,K2,0.95 m Kepler Telescope,0.0,267.029422,58.393572,4.63
K2-19 c,0.034,0.366,11.8993,2015.0,Primary Transit,K2-19,291.0,0.93,0.86,8.0,K2-19,c,11.90715,,,,,K2,0.95 m Kepler Telescope,0.0,267.029422,58.393572,4.63
K2-19 d,0.031,0.098,2.5081,2015.0,Primary Transit,K2-19,291.0,0.93,0.86,8.0,K2-19,d,2.5085599999999997,,,,,K2,0.95 m Kepler Telescope,0.0,267.029422,58.393572,4.63
K2-198 b,,0.37372,17.042868300000002,2019.0,Primary Transit,K2-198,110.91,0.799,0.757,,K2-198,b,17.042868300000002,,,,,K2,0.95 m Kepler Telescope,0.0,313.58311299999997,55.911044999999994,
K2-198 c,,0.12695,3.3596055000000002,2019.0,Primary Transit,K2-198,110.91,0.799,0.757,,K2-198,c,3.3596055000000002,,,,,K2,0.95 m Kepler Telescope,0.0,313.58311299999997,55.911044999999994,
K2-198 d,,0.21750999999999998,7.450017699999999,2019.0,Primary Transit,K2-198,110.91,0.799,0.757,,K2-198,d,7.450017699999999,,,,,K2,0.95 m Kepler Telescope,0.0,313.58311299999997,55.911044999999994,
K2-216 b,0.0249,0.161,2.1747900000000002,2018.0,Primary Transit,K2-216,115.8,0.7,0.72,,K2-216,b,2.1748,0.0,0.025169999999999998,8.2,8.0,K2,0.95 m Kepler Telescope,0.0,120.44793100000001,-56.498152000000005,4.57
K2-22 A b,1.4,0.25,0.381071,2015.0,Primary Transit,K2-22 A,225.0,0.6,0.57,,,,,,,,,,,,,,
K2-229 b,0.00815,0.10385,0.584249,2018.0,Controversial,K2-229,104.0,0.8370000000000001,0.7929999999999999,5.4,K2-229,b,0.58426,,,,,K2,0.95 m Kepler Telescope,0.0,292.35281200000003,55.65728000000001,4.59
K2-229 c,0.067,0.1891,8.328339999999999,2018.0,Primary Transit,K2-229,104.0,0.8370000000000001,0.7929999999999999,5.4,K2-229,c,8.32727,,,,,K2,0.95 m Kepler Telescope,0.0,292.35281200000003,55.65728000000001,4.59
K2-229 d,0.079,0.2364,31.0,2018.0,Primary Transit,K2-229,104.0,0.8370000000000001,0.7929999999999999,5.4,,,,,,,,,,,,,
K2-231 b,0.0227,0.223,13.841,2018.0,Primary Transit,K2-231,295.0,1.01,0.95,3.0,K2-231,b,13.841901000000002,,,,,K2,0.95 m Kepler Telescope,0.0,21.453731,-12.527781,4.48
K2-233 b,0.0104,0.11982000000000001,2.4675,2018.0,Primary Transit,K2-233,67.64,0.79,0.71,,K2-233,b,2.46746,0.0,,,,K2,0.95 m Kepler Telescope,0.0,344.464109,30.248726,4.71
K2-233 c,,0.1191,,2018.0,Primary Transit,K2-233,67.64,0.79,0.71,,K2-233,c,7.06142,0.0,,,,K2,0.95 m Kepler Telescope,0.0,344.464109,30.248726,4.71
K2-233 d,0.0261,0.2355,24.3645,2018.0,Primary Transit,K2-233,67.64,0.79,0.71,,K2-233,d,24.3662,0.0,,,,K2,0.95 m Kepler Telescope,0.0,344.464109,30.248726,4.71
K2-237 b,1.6,1.65,2.18056,2018.0,Primary Transit,K2-237,458.0,1.28,1.43,,K2-237,b,2.1805577,0.0,1.236,0.37,392.83788,K2,0.95 m Kepler Telescope,0.0,353.871282,9.233621000000001,4.27
K2-238 b,0.86,1.3,3.20466,2018.0,Primary Transit,K2-238,453.0,1.19,1.59,5.63,K2-238,b,3.20466,0.0,0.86,0.56,273.3338,K2,0.95 m Kepler Telescope,0.0,67.227387,-59.356522999999996,4.11
K2-24 b,0.0661,0.52,20.8851,2015.0,Primary Transit,K2-24,181.0,1.12,1.21,5.0,K2-24,b,20.889770000000002,0.06,0.05977999999999999,0.64,19.0,K2,0.95 m Kepler Telescope,0.0,349.999654,19.205328,4.29
K2-24 c,0.085,0.723,42.36342,2015.0,Primary Transit,K2-24,181.0,1.12,1.21,5.0,K2-24,c,42.3391,0.07,0.04845,0.2,15.4,K2,0.95 m Kepler Telescope,0.0,349.999654,19.205328,4.29
K2-25 b,,0.307719,3.48456322,2015.0,Primary Transit,EPIC 210490365,45.7,0.294,0.295,,K2-25,b,3.484552,0.27,,,,K2,0.95 m Kepler Telescope,0.0,178.255363,-25.292945,
K2-26 b,,0.23800000000000002,14.5665,2015.0,Primary Transit,K2-26,,,,,K2-26,b,14.5665,,,,,K2,0.95 m Kepler Telescope,0.0,187.221931,3.9017230000000005,
K2-260 b,1.39,1.5519999999999998,2.6266657,2018.0,Primary Transit,K2-260,676.0,1.39,1.69,1.9,K2-260,b,2.6266657,0.0,1.42,0.5,451.3186,K2,0.95 m Kepler Telescope,0.0,185.343191,-13.942279999999998,4.15
K2-261 b,0.223,0.85,11.63344,2018.0,Primary Transit,K2-261,214.6,1.1,1.65,8.8,K2-261,b,11.63344,0.39,0.223,0.483,70.87609,K2,0.95 m Kepler Telescope,0.0,250.883129,50.894865,4.21
K2-263  b,0.0466,0.215,50.818946999999994,2018.0,Primary Transit,K2-263,163.2,0.88,0.85,7.0,,,,,,,,,,,,,
K2-264 b,,0.2025,5.83977,2018.0,Primary Transit,EPIC 211964830,186.6,0.47100000000000003,0.473,,K2-264,b,5.840001999999999,,,,,K2,0.95 m Kepler Telescope,0.0,206.371804,33.60758,4.78
K2-264 c,,0.2471,19.66365,2018.0,Primary Transit,EPIC 211964830,186.6,0.47100000000000003,0.473,,K2-264,c,19.660301999999998,,,,,K2,0.95 m Kepler Telescope,0.0,206.371804,33.60758,4.78
K2-265 b,0.02058,0.1526,2.3691720000000003,2018.0,Primary Transit,K2-265,145.0,0.915,0.977,9.7,K2-265,b,2.3691720000000003,0.084,0.02058,7.1,6.54,K2,0.95 m Kepler Telescope,0.0,50.421719,-58.654327,4.42
K2-27 b,0.0972,0.397,6.77145,2016.0,Primary Transit,K2-27,,0.89,0.85,,K2-27,b,6.7713149999999995,0.251,0.09722,1.87,30.9,K2,0.95 m Kepler Telescope,0.0,261.02736699999997,56.986968000000005,4.48
K2-28 b,,0.207,2.260455,2015.0,Primary Transit,K2-28,53.0,0.257,0.28800000000000003,,K2-28,b,2.260455,0.0,,,,K2,0.95 m Kepler Telescope,0.0,54.45750400000001,-49.894689,4.93
K2-280 b,0.1167,0.6691,19.89256,2020.0,Primary Transit,K2-280,391.5,1.03,1.28,8.96,K2-280,b,19.895201999999998,,,,,K2,0.95 m Kepler Telescope,0.0,16.323772,-17.322347,4.26
K2-285 b,0.03046,0.2311,3.471745,2018.0,Primary Transit,K2-285,155.6,0.83,0.787,,K2-285,b,3.471745,0.0,0.03046,3.07,9.68,K2,0.95 m Kepler Telescope,0.0,80.674911,-53.684509999999996,4.4
K2-285 c,0.04933,0.3149,7.1380479999999995,2018.0,Primary Transit,K2-285,155.6,0.83,0.787,,K2-285,c,7.1380479999999995,0.0,0.04933,1.95,15.68,K2,0.95 m Kepler Telescope,0.0,80.674911,-53.684509999999996,4.4
K2-285 d,0.0205,0.2213,10.45582,2018.0,Primary Transit,K2-285,155.6,0.83,0.787,,K2-285,d,10.45582,0.0,0.02045,,6.5,K2,0.95 m Kepler Telescope,0.0,80.674911,-53.684509999999996,4.4
K2-285 e,0.0337,0.174,14.762889999999999,2018.0,Primary Transit,K2-285,155.6,0.83,0.787,,K2-285,e,14.762889999999999,0.0,0.03367,,10.7,K2,0.95 m Kepler Telescope,0.0,80.674911,-53.684509999999996,4.4
K2-287 b,0.315,0.847,14.893291,2018.0,Primary Transit,K2-287,159.0,1.056,1.07,4.5,K2-287,b,14.893291,0.478,0.315,,100.11645,K2,0.95 m Kepler Telescope,0.0,345.04348799999997,27.069754,4.4
K2-288B b,,0.152,31.393463,2018.0,Primary Transit,K2-288B,69.3,0.33,0.32,1.0,,,,,,,,,,,,,
K2-289 b,0.1529,0.812,13.156969,2016.0,Primary Transit,K2-289,270.7,0.953,1.025,,K2-289,b,13.156969,,,,,K2,0.95 m Kepler Telescope,0.0,0.072462,22.451052999999998,4.39
K2-29 b,0.73,1.19,3.2588321,2016.0,Primary Transit,K2-29,,,,,K2-29,b,3.2588321,0.066,0.73,0.53,232.0159,K2,0.95 m Kepler Telescope,0.0,170.513611,-19.54991,4.54
K2-290 b,0.0664,0.273,9.21165,2019.0,Primary Transit,K2-290,275.0,1.194,1.511,4.0,K2-290,b,9.21165,0.0,0.0343,4.1,10.9,K2,0.95 m Kepler Telescope,0.0,348.052283,27.599652000000003,4.23
K2-290 c,0.774,1.006,48.36685,2019.0,Primary Transit,K2-290,275.0,1.194,1.511,4.0,K2-290,c,48.36685,0.0,0.774,1.01,246.00042000000002,K2,0.95 m Kepler Telescope,0.0,348.052283,27.599652000000003,4.23
K2-291 b,0.020419999999999997,,2.225172,2019.0,Primary Transit,K2-291,90.23,0.934,0.899,3.72,K2-291,b,2.225177,0.0,0.020419999999999997,8.84,6.49,K2,0.95 m Kepler Telescope,0.0,181.178495,-11.581333,4.5
K2-292 b,0.0771,0.2346,16.9841,2018.0,Primary Transit,K2-292,114.3,1.0,1.09,6.8,K2-292,b,16.9841,0.04,0.07708999999999999,7.4,24.5,K2,0.95 m Kepler Telescope,0.0,322.755154,50.988484,4.33
K2-293 b,,0.2186,13.1225,2019.0,Primary Transit,K2-293,,0.958,0.9470000000000001,,K2-293,b,13.1225,,,,,K2,0.95 m Kepler Telescope,0.0,75.331356,-60.780492,4.52
K2-294 b,,0.1472,2.50387,2019.0,Primary Transit,K2-294,,0.987,1.2,,K2-294,b,2.50387,,,,,K2,0.95 m Kepler Telescope,0.0,73.806157,-62.246736,4.2
K2-3  b,0.020390000000000002,0.19399999999999998,10.054625999999999,2015.0,Primary Transit,K2-3,42.0,0.612,0.5529999999999999,1.0,,,,,,,,,,,,,
K2-3 c,0.00673,0.165,24.646582000000002,2015.0,Primary Transit,K2-3,42.0,0.612,0.5529999999999999,1.0,K2-3,c,24.646582000000002,0.0,0.00673,2.98,2.14,K2,0.95 m Kepler Telescope,0.0,264.986584,55.250153000000005,4.73
K2-3 d,0.0088,0.135,44.556459999999994,2015.0,Primary Transit,K2-3,42.0,0.612,0.5529999999999999,1.0,K2-3,d,44.556459999999994,0.0,0.00881,5.62,2.8,K2,0.95 m Kepler Telescope,0.0,264.986584,55.250153000000005,4.73
K2-30 b,0.624,1.196,4.098507,2016.0,Primary Transit,K2-30,323.0,0.9840000000000001,0.941,,K2-30,b,4.098503,0.0,0.579,0.64,184.02357,K2,0.95 m Kepler Telescope,0.0,164.50137,-27.549570000000003,4.54
K2-308 b,0.025,0.88465,3.38628,2019.0,Primary Transit,K2-308,,1.09,1.24,,K2-308,b,3.38628,,,,,K2,0.95 m Kepler Telescope,0.0,186.542954,-13.029527999999999,3.94
K2-31 b,1.774,1.06,1.25785,2016.0,Primary Transit,K2-31,,0.91,0.78,,K2-31,b,1.25785,0.0,1.774,,563.83042,K2,0.95 m Kepler Telescope,0.0,352.995116,18.275339000000002,4.6
K2-32 b,0.047,0.47275,8.992,2015.0,Primary Transit,K2-32,,0.87,0.87,,K2-32,b,8.991828,,,,,K2,0.95 m Kepler Telescope,0.0,0.5459970000000001,15.8018,
K2-32 c,0.0255,0.2796,20.66093,2015.0,Primary Transit,K2-32,,0.87,0.87,,K2-32,c,20.66186,,,,,K2,0.95 m Kepler Telescope,0.0,0.5459970000000001,15.8018,
K2-32 d,0.0211,0.31082,31.717,2015.0,Primary Transit,K2-32,,0.87,0.87,,K2-32,d,31.7142,,,,,K2,0.95 m Kepler Telescope,0.0,0.5459970000000001,15.8018,
K2-32 e,0.0066,0.1079,4.34934,2019.0,Primary Transit,K2-32,,0.87,0.87,,K2-32,e,4.34882,,,,,K2,0.95 m Kepler Telescope,0.0,0.5459970000000001,15.8018,
K2-33 b,3.6,0.451,5.42513,2016.0,Primary Transit,K2-33,145.0,0.54,1.06,0.0095,K2-33,b,5.4248650000000005,0.0,3.7,,1175.971,K2,0.95 m Kepler Telescope,0.0,354.420442,23.100595000000002,
K2-34 b,1.78,1.35,2.995607,2016.0,Primary Transit,K2-34,377.0,1.281,1.526,,K2-34,b,2.995633,,,,,K2,0.95 m Kepler Telescope,0.0,202.138808,31.134382000000002,4.18
K2-35 b,,0.0964,2.3999099999999998,2015.0,Primary Transit,K2-35,,0.6629999999999999,0.601,,K2-35,b,5.608352,0.12,,,,K2,0.95 m Kepler Telescope,0.0,258.92861899999997,56.174441,
K2-35 c,,0.151,5.6090599999999995,2015.0,Primary Transit,K2-35,,0.6629999999999999,0.601,,K2-35,c,2.3999639999999998,0.13,,,,K2,0.95 m Kepler Telescope,0.0,258.92861899999997,56.174441,
K2-36 b,,0.1276,1.422614,2015.0,Primary Transit,K2-36,,0.8,0.74,,K2-36,b,1.422614,0.0,0.01227,7.2,3.9,K2,0.95 m Kepler Telescope,0.0,254.976198,57.737857,4.62
K2-36 c,,0.285,5.34088,2015.0,Primary Transit,K2-36,,0.8,0.74,,K2-36,c,5.340888,0.0,0.02454,1.3,7.8,K2,0.95 m Kepler Telescope,0.0,254.976198,57.737857,4.62
K2-38 b,0.023,0.1374,4.01593,2015.0,Primary Transit,K2-38,,1.07,1.1,,K2-38,b,4.01593,,0.06,,19.0698,K2,0.95 m Kepler Telescope,0.0,349.628774,22.120778,4.35
K2-38 c,0.0261,0.2043,10.56103,2016.0,Primary Transit,K2-38,,1.07,1.1,,K2-38,c,10.56103,,0.03115,3.6,9.9,K2,0.95 m Kepler Telescope,0.0,349.628774,22.120778,4.35
K2-39 b,0.125,0.73,4.60543,2016.0,Primary Transit,K2-39,255.0,1.53,3.88,3.09,K2-39,b,4.60543,0.0,0.09,,28.6047,K2,0.95 m Kepler Telescope,0.0,55.42711800000001,-52.747362,3.44
K2-4 b,,0.21100000000000002,10.00329,2015.0,Primary Transit,K2-4,218.0,0.63,0.6,,K2-4,b,10.003417,0.08,,,,K2,0.95 m Kepler Telescope,0.0,270.75472,54.376141000000004,
K2-43 b,,0.4024,3.4711489999999996,2019.0,Primary Transit,K2-43,183.48,0.5710000000000001,0.542,,K2-43,b,3.4711489999999996,,,,,K2,0.95 m Kepler Telescope,0.0,262.897444,51.360609000000004,
K2-43 c,,0.2159,2.198884,2019.0,Primary Transit,K2-43,183.48,0.5710000000000001,0.542,,K2-43,c,2.198884,,,,,K2,0.95 m Kepler Telescope,0.0,262.897444,51.360609000000004,
K2-5 b,,0.171,5.73491,2015.0,Primary Transit,K2-5,181.0,0.53,0.52,,K2-5,b,5.73594,,,,,K2,0.95 m Kepler Telescope,0.0,261.144037,53.172555,4.71
K2-5 c,,0.171,10.93406,2015.0,Primary Transit,K2-5,181.0,0.53,0.52,,K2-5,c,10.93241,,,,,K2,0.95 m Kepler Telescope,0.0,261.144037,53.172555,4.71
K2-52 b,0.4046,1.6059999999999999,3.5355055,2016.0,Primary Transit,K2-52,1041.7,1.6909999999999998,2.1919999999999997,,K2-52,b,3.5350550000000003,,,,,K2,0.95 m Kepler Telescope,0.0,352.626785,16.532401,3.98
K2-53 b,0.0289,0.23199999999999998,12.20772,2016.0,Primary Transit,K2-53,139.1,0.851,0.807,,K2-53,b,12.20772,,,,,K2,0.95 m Kepler Telescope,0.0,354.631482,21.27295,4.55
K2-55 b,0.138,0.3952,2.849275,2018.0,Primary Transit,K2-55,,0.688,0.715,,K2-55,b,2.8492580000000003,,,,,K2,0.95 m Kepler Telescope,0.0,39.933285,-52.632153,4.67
K2-6 b,,0.223,30.941909999999996,2015.0,Primary Transit,K2-6,343.0,0.97,0.96,,K2-6,b,30.941909999999996,,,,,K2,0.95 m Kepler Telescope,0.0,274.088099,58.349008,
K2-60 b,0.426,0.6829999999999999,3.00265,2016.0,Primary Transit,K2-60,,0.97,1.12,10.0,K2-60,b,3.00265,0.0,0.426,1.7,135.39558,K2,0.95 m Kepler Telescope,0.0,48.745775,-55.370047,4.07
K2-66 b,0.067,0.222,5.06963,2017.0,Primary Transit,K2-66,,1.11,1.67,,K2-66,b,5.06963,0.0,0.06702000000000001,7.8,21.3,K2,0.95 m Kepler Telescope,0.0,47.695163,-47.849624,4.03
K2-7 b,,0.23800000000000002,28.679920000000003,2015.0,Primary Transit,K2-7,433.0,0.97,0.96,,K2-7,b,28.679920000000003,,,,,K2,0.95 m Kepler Telescope,0.0,257.43431400000003,52.455938,
K2-72 b,,0.0964,5.577212,2016.0,Primary Transit,K2-72,65.56,0.271,0.331,,K2-72,b,5.577212,0.11,,,,K2,0.95 m Kepler Telescope,0.0,51.459868,-49.939811,
K2-72 c,,0.1035,15.189034,2016.0,Primary Transit,K2-72,65.56,0.271,0.331,,K2-72,c,15.189034,0.11,,,,K2,0.95 m Kepler Telescope,0.0,51.459868,-49.939811,
K2-72 d,,0.0901,7.76,2016.0,Primary Transit,K2-72,65.56,0.271,0.331,,K2-72,d,7.760178,0.11,,,,K2,0.95 m Kepler Telescope,0.0,51.459868,-49.939811,
K2-72 e,,0.1151,24.159000000000002,2016.0,Primary Transit,K2-72,65.56,0.271,0.331,,K2-72,e,24.158868,0.11,,,,K2,0.95 m Kepler Telescope,0.0,51.459868,-49.939811,
K2-77 b,1.9,0.205,8.199796000000001,2016.0,Primary Transit,K2-77,125.0,0.8,0.76,0.7,K2-77,b,8.199796000000001,0.14,1.9,,603.877,K2,0.95 m Kepler Telescope,0.0,174.466681,-32.855113,4.47
K2-8 b,,0.319,10.35239,2015.0,Primary Transit,K2-8,,0.79,0.74,,K2-8,b,10.35239,,,,,K2,0.95 m Kepler Telescope,0.0,260.189619,54.742430000000006,4.52
K2-8 c,,0.215,2.5085599999999997,2015.0,Primary Transit,K2-8,,0.79,0.74,,K2-8,c,5.06416,,,,,K2,0.95 m Kepler Telescope,0.0,260.189619,54.742430000000006,4.52
K2-87 b,0.1192,0.6779999999999999,9.726617999999998,2016.0,Primary Transit,K2-87,503.6,1.1640000000000001,1.4,,K2-87,b,9.726617999999998,,,,,K2,0.95 m Kepler Telescope,0.0,177.29036499999998,-20.815535,4.21
K2-9 b,,0.14300000000000002,18.448829999999997,2015.0,Primary Transit,K2-9,66.0,0.24,0.25,,K2-9,b,18.4498,,,,,K2,0.95 m Kepler Telescope,0.0,269.759507,58.535093999999994,
K2-90 b,0.027999999999999997,0.23199999999999998,13.733314000000002,2016.0,Primary Transit,K2-90,134.9,0.629,0.619,,K2-90,b,13.733314000000002,,,,,K2,0.95 m Kepler Telescope,0.0,169.547707,-23.201181,4.65
K2-95 b,1.67,0.33,10.134588,2016.0,Primary Transit,K2-95,,0.43,0.44,0.8,K2-95,b,10.134016,,,,,K2,0.95 m Kepler Telescope,0.0,206.39418,31.590891999999997,4.84
K2-97 b,1.1,1.31,8.4061,2016.0,Primary Transit,K2-97,,1.16,4.2,7.8,K2-97,b,8.406725999999999,,,,,K2,0.95 m Kepler Telescope,0.0,214.287917,26.993116999999998,3.22
K2-99 b,0.97,1.29,18.249000000000002,2016.0,Primary Transit,K2-99,604.0,1.6,3.1,2.4,K2-99,b,18.251985,,,,,K2,0.95 m Kepler Telescope,0.0,330.585423,53.976038,3.81
KELT-1 b,27.23,1.15,1.217514,2012.0,Primary Transit,KELT-1,263.0,1.335,1.4709999999999999,1.75,KELT-1,b,1.217514,0.0099,27.23,24.7,8654.15,KELT,Mamiya 645 80mm f/1.9,0.0,112.50391100000002,-22.47352,
KELT-10 b,0.679,1.399,4.166285,2015.0,Primary Transit,KELT-10,183.0,1.112,1.209,4.5,KELT-10,b,4.1662739,,0.679,0.308,215.80657000000002,KELT-South,Mamiya 645 80mm f/1.9,0.0,349.65855,-20.57232,4.32
KELT-11 b,0.195,1.3,4.736529,2016.0,Primary Transit,KELT-11,98.0,1.4380000000000002,2.72,,KELT-11,b,4.7361,0.0007,0.171,,54.34893,KELT-South,Mamiya 645 80mm f/1.9,0.0,259.030986,42.606303999999994,3.7
KELT-12 b,0.95,1.79,5.0316144,2016.0,Primary Transit,WASP-86,360.0,1.239,1.291,0.8,KELT-12,b,5.031623000000001,0.0,0.95,0.209,301.9385,KELT-North,Mamiya 645 80mm f/1.9,0.0,62.189099,27.342882,3.89
KELT-15 b,0.92,1.443,3.3294410000000005,2015.0,Primary Transit,KELT-15,201.0,1.181,1.4809999999999999,,KELT-15,b,3.32944,0.0,1.31,,416.3573,KELT-South,Mamiya 645 80mm f/1.9,0.0,265.372256,-12.860225999999999,4.17
KELT-16 b,2.75,1.415,0.9689950999999999,2016.0,Primary Transit,KELT-16,365.0,1.2109999999999999,1.36,2.9,KELT-16,b,0.9689950999999999,0.0,2.75,1.2,874.0325,KELT,Mamiya 645 80mm f/1.9,0.0,75.592223,-8.942192,4.25
KELT-17 b,1.31,1.525,3.0801716,2015.0,Primary Transit,KELT-17,210.0,1.635,1.645,,KELT-17,b,3.0801716,,1.31,0.46,416.3573,KELT,Multiple Telescopes,0.0,210.377267,26.276690000000002,4.22
KELT-18 b,1.18,1.57,2.8717517999999997,2017.0,Primary Transit,KELT-18,311.0,1.524,1.9080000000000001,1.9,KELT-18,b,2.8717517999999997,0.0,1.18,0.377,375.0394,KELT-North,Mamiya 645 80mm f/1.9,0.0,102.714578,53.810393999999995,4.06
KELT-19 A b,4.07,1.91,4.6117093,2017.0,Primary Transit,KELT-19 A,255.0,1.62,1.83,1.1,KELT-19 A,b,4.6117093,,4.07,0.7440000000000001,1293.5681,KELT,Multiple Telescopes,0.0,210.01238199999997,11.134039999999999,4.13
KELT-2 A b,1.486,1.306,4.113791399999999,2012.0,Primary Transit,KELT-2 A,128.9,1.31,1.8419999999999999,,KELT-2 A,b,4.11379,0.0,1.7,,540.311,KELT,Mamiya 645 80mm f/1.9,0.0,180.950233,5.708273999999999,4.5
KELT-2019-BLG-1953 b,0.59,,,2020.0,Microlensing,KELT-2019-BLG-1953,7040.0,0.31,,,,,,,,,,,,,,,
KELT-2019-BLG-1953 c,0.28,,,2020.0,Microlensing,KELT-2019-BLG-1953,7040.0,0.31,,,,,,,,,,,,,,,
KELT-21 b,3.91,1.5859999999999999,3.6127647000000005,2017.0,Primary Transit,KELT-21,415.0,1.4580000000000002,1.6380000000000001,1.6,KELT-21,b,3.6127647000000005,0.0,3.91,1.24,1242.7153,KELT-North,Mamiya 645 80mm f/1.9,0.0,71.481335,-1.9864240000000002,4.17
KELT-22A b,3.69,1.2,1.38665318,2018.0,Primary Transit,Kelt-22A,,1.05,1.11,5.0,,,,,,,,,,,,,
KELT-23A b,0.938,1.3230000000000002,2.255251,2019.0,Primary Transit,KELT-23A,125.42,0.9420000000000001,0.996,6.4,,,,,,,,,,,,,
KELT-25 b,21.0,1.642,4.4011309999999995,2020.0,Primary Transit,KELT-25,442.7,2.18,2.2640000000000002,0.46,,,,,,,,,,,,,
KELT-3 b,1.4180000000000001,1.3330000000000002,2.7033902000000003,2012.0,Primary Transit,KELT-3,178.0,1.2819999999999998,1.482,3.0,KELT-3,b,2.70339,0.0,1.94,,616.5902,KELT,Mamiya 645 80mm f/1.9,0.0,181.255379,51.380378,4.2
KELT-4 A b,0.884,1.706,2.9895932999999997,2013.0,Radial Velocity,KELT-4 A,211.0,1.204,1.61,4.38,KELT-4 A,b,2.9895932000000003,0.0,0.902,0.228,286.68266,KELT,Mamiya 645 80mm f/1.9,0.0,207.45803600000002,57.992564,4.11
KELT-6 b,0.442,1.18,7.845582,2013.0,Primary Transit,KELT-6,,1.126,1.5290000000000001,4.9,KELT-6,b,7.8457,0.22,0.52,,165.2716,KELT,Mamiya 645 80mm f/1.9,0.0,85.774049,85.55006999999999,4.07
KELT-6 c,,,1276.0,2015.0,Radial Velocity,KELT-6,,1.126,1.5290000000000001,4.9,KELT-6,c,1276.0,0.21,3.71,,1179.1493,Multiple Observatories,Multiple Telescopes,0.0,85.774049,85.55006999999999,4.07
KELT-7 b,1.29,1.5330000000000001,2.7347749,2015.0,Primary Transit,KELT-7,129.0,1.535,1.732,1.3,KELT-7,b,2.73477,0.0,1.39,,441.7837,KELT,Mamiya 645 80mm f/1.9,0.0,172.51260200000002,-3.364988,4.5
